host,is_compromised,x,y,cluster
C1700,,15.55027,2.3478086,2
C17008,,2.2564747,8.428967,0
C1701,,12.824636,-6.3457932,1
C1702,,3.7199717,4.108596,0
C17047,,2.249547,8.4161415,0
C1705,,9.786219,0.30512086,1
C1707,,11.907883,3.0198271,2
C1712,,-0.7426677,7.83639,0
C1716,,11.810435,-6.1639624,1
C1717,,-0.8307821,7.870713,0
C17180,,3.818455,4.833245,1
C17185,,-7.4853463,5.932407,0
C1719,,2.7751987,4.0088086,0
C17191,,2.2725027,8.394052,0
C172,,11.584369,-5.082097,1
C1721,,1.3331327,5.6643476,0
C1723,,13.293124,-8.012684,0
C1726,,-0.7111862,7.8331656,0
C17276,,2.49427,8.830635,0
C173,,11.52103,-5.1274843,1
C1730,,12.991171,0.12202942,2
C1734,,-1.6971574,9.036879,0
C17377,,0.6041388,4.906771,0
C174,,11.6991825,-6.075283,1
C17406,,2.1815217,9.023594,0
C17418,,0.59834564,4.9138103,0
C17428,,6.7341084,1.8687096,1
C1744,,11.120224,-4.074281,2
C17481,,-7.622292,5.6878047,0
C175,,11.393705,-5.058286,1
C1754,,7.064567,9.9914665,2
C1759,,10.075563,-0.1526172,1
C1761,,16.051134,-4.426155,1
C1763,,15.905573,-5.0571523,1
C17640,,5.862449,4.1490946,1
C17644,,4.2339087,5.7914014,1
C1767,,3.9904883,5.5905333,0
C177,,5.986727,1.5554523,1
C1770,,14.364959,-4.526015,1
C17728,,1.9016446,9.34067,0
C17730,,1.9087707,9.329231,0
C17731,,9.30109,9.1307335,2
C17733,,5.2596273,8.478533,0
C17735,,9.844451,4.383024,2
C17743,,6.9699926,3.4814458,1
C1776,,13.007689,0.1906668,2
C178,,13.578947,0.65974295,2
C17816,,1.983315,9.238424,0
C1784,,13.172095,-4.6719747,1
C1786,,9.796722,2.8263977,2
C1787,,12.953695,-5.623101,1
C17874,,3.7938728,4.9771514,0
C1788,,9.588186,0.32241368,1
C1790,,8.166457,4.198313,2
C1792,,2.24728,1.4232141,1
C17926,,-0.673223,7.8381248,0
C1796,,7.1511955,9.81965,2
C17965,,6.0969267,12.812769,2
C1799,,12.789671,-6.080166,1
C18,,-0.7217775,7.8387265,0
C180,,10.184164,-0.026553571,1
C1800,,6.457516,8.733156,1
C18007,,6.306427,12.838392,2
C1801,,-0.8483802,7.891413,0
C1804,,8.548266,9.981109,2
C18044,,2.1352134,9.051885,0
C18057,,2.0691977,9.135193,0
C18062,,3.7224557,4.80762,0
C18079,,1.9969969,9.221471,0
C18090,,11.596932,8.562394,2
C18117,,8.552207,3.464573,2
C1812,,0.40038753,3.1335669,0
C1813,,-0.71112376,7.8344345,0
C1814,,11.269261,-4.54552,1
C1815,,12.10962,-5.23718,1
C1818,,15.143082,-4.962672,1
C18184,,6.337975,8.712351,0
C18189,,1.9241357,9.311877,0
C1821,,4.862752,2.6122293,1
C1822,,4.5254655,5.95884,0
C1823,,7.494614,9.491941,2
C1825,,0.80416954,6.3735557,0
C18261,,4.116234,3.8542974,0
C18263,,4.128886,3.8670933,0
C18266,,10.475845,4.730951,2
C18309,,5.4693074,2.2334979,1
C1834,,0.99106205,6.1683483,0
C18345,,4.6453567,8.535786,0
C1835,,1.0382066,6.143328,0
C1837,,-1.7348219,9.093242,0
C1839,,12.522653,-5.934673,1
C184,,11.159143,-6.5638437,1
C1840,,10.963077,2.577167,2
C1841,,15.327672,-4.503829,1
C1843,,15.570793,2.3834176,2
C1845,,13.475262,0.7693261,2
C1848,,12.36901,1.2525656,1
C1849,,-0.7394205,7.853911,0
C185,,13.163919,-0.027240207,2
C1856,,5.478635,2.3433232,1
C1857,,13.072554,0.025268707,2
C1859,,12.520833,-6.9494567,1
C18590,,2.2619896,8.404862,0
C1863,,10.135326,2.2492933,2
C1865,,-1.8775394,9.218402,0
C1866,,12.494384,-5.886687,1
C1867,,12.995479,-5.6732044,1
C1875,,13.14948,-4.9219184,1
C1878,,16.0988,-4.08891,1
C1879,,0.48347923,3.0919468,0
C188,,12.648629,-6.661115,1
C1882,,-1.8614326,8.730957,0
C1883,,11.906417,3.0396476,2
C1884,,10.301245,0.58509815,1
C189,,12.956307,0.15213187,2
C1898,,9.835667,0.26569235,1
C1899,,1.2635432,6.2178545,1
C19,,7.0510154,10.033426,2
C1900,,3.3708503,4.655614,0
C1901,,3.8093967,4.6735444,0
C1903,,4.051354,5.6470532,0
C1905,,8.848445,9.918502,2
C1906,,14.808939,-3.5757518,1
C19099,,1.9143893,9.321424,0
C191,,12.439561,-7.026731,1
C19131,,4.640238,8.532944,0
C19141,,2.2572613,8.416195,0
C1922,,11.58338,2.9483979,2
C1923,,12.561672,0.7945063,2
C1925,,9.145766,3.7258878,2
C1935,,12.105722,-6.1772857,1
C19384,,2.2402196,8.410898,0
C194,,7.1105504,9.90447,2
C1947,,8.658077,9.457055,2
C195,,10.438931,2.64561,2
C1953,,12.64927,-7.1329207,1
C1954,,8.615206,9.97638,2
C1958,,12.55861,-7.165178,1
C196,,12.712321,-6.6211333,1
C1962,,9.500221,3.770516,2
C1968,,11.46641,2.9853168,2
C197,,12.528159,-5.8587084,1
C1970,,11.695171,3.0497746,2
C1971,,11.575028,0.6700939,1
C1973,,14.208727,4.136279,2
C1987,,13.129354,-0.039369002,1
C1988,,11.815966,-6.8011813,1
C1991,,13.040243,0.5247071,2
C1992,,13.004387,-5.6773763,1
C19924,,2.2412338,8.431021,0
C1993,,13.39805,-8.154777,2
C19944,,1.9072803,9.3275385,0
C19996,,-0.60085666,7.822509,0
C2,,-2.0751247,8.263835,0
C200,,12.854754,0.45780528,2
C2001,,15.841637,-5.1359434,1
C2005,,15.681162,-4.032246,1
C2007,,12.805413,-6.347729,1
C2008,,14.44662,-3.6844378,1
C20093,,1.9142653,9.318513,0
C20096,,2.256239,8.368692,0
C201,,12.387068,-7.01472,1
C20101,,10.5212965,4.784352,2
C2016,,11.610504,-5.9754243,1
C2018,,16.099646,-4.2225795,1
C202,,10.766226,1.5337732,2
C2020,,-7.606194,5.3462353,0
C2021,,6.7932544,9.038287,1
C2022,,15.092573,-5.240303,1
C2023,,12.414795,-5.9952,1
C2026,,11.182615,2.960917,2
C2027,,16.278246,-4.0743976,1
C2029,,10.288313,3.3971288,2
C203,,-1.4677773,8.209818,0
C20312,,4.6392016,8.535073,0
C2035,,1.0214645,6.1753836,0
C20373,,6.808589,2.3893692,1
C2038,,3.3612628,3.801583,0
C2039,,13.430066,-8.186666,2
C204,,-1.9293566,8.684387,0
C2040,,6.4271274,4.4473815,1
C20404,,0.6408535,4.886432,0
C2044,,12.749286,0.40326265,2
C2047,,-1.9444042,8.526974,0
C20473,,1.9266174,9.211618,0
C2048,,1.3035809,5.8202486,1
C2049,,13.812102,6.2114253,2
C205,,12.883977,0.3300242,2
C20510,,4.6515937,6.0465302,0
C20512,,4.8202105,6.104447,2
C2053,,13.672151,6.183739,2
C2056,,11.001059,-3.7196763,1
C2057,,13.409159,-8.167748,1
C2058,,2.9015148,4.061701,0
C20593,,-8.063809,5.4164357,0
C206,,9.879341,0.22273685,1
C20671,,5.2671995,4.1786456,1
C2069,,3.8482432,4.3252306,0
C20690,,-7.4650364,5.952999,0
C207,,10.071069,-0.14514953,1
C20809,,6.1935935,3.9368644,1
C2086,,10.623522,1.6746,2
C2089,,0.6804649,6.4939694,0
C2091,,11.540423,2.8899329,2
C2095,,12.89451,-7.3165407,2
C20979,,2.0368605,9.153267,0
C2098,,7.1364784,4.0747843,1
C21060,,3.9851725,5.5956097,0
C2107,,15.24285,-4.924422,1
C21072,,3.7775939,4.4711328,0
C2109,,14.004896,4.387483,2
C211,,10.009282,0.09961504,1
C21138,,5.93002,2.5728118,1
C2117,,4.503044,4.941287,0
C2126,,5.3299427,4.2375336,1
C2127,,6.157274,2.9759605,1
C2128,,15.652908,1.6666565,1
C21296,,0.18712623,3.2167394,0
C21304,,6.0130706,12.775027,2
C2131,,13.471384,6.102395,2
C214,,11.139189,-4.420024,1
C2144,,8.979007,3.732722,2
C21441,,0.79296494,3.3087945,0
C2146,,11.166223,-6.5758634,1
C2148,,13.293953,-8.016509,1
C21485,,-7.8667493,5.6165657,0
C215,,12.502319,-6.094226,1
C2150,,11.802343,2.992365,2
C21578,,11.213403,15.089697,0
C2159,,8.08747,9.771838,2
C216,,13.224455,-0.08711501,1
C21605,,0.45264047,3.1162035,0
C2161,,-1.470745,8.245403,0
C2162,,11.78547,1.8441379,2
C21632,,5.7965217,12.762623,0
C217,,12.859437,-5.8371577,1
C21700,,0.21778212,3.1835833,0
C2172,,14.400228,-2.9930272,1
C2174,,14.206884,4.1644588,2
C21756,,2.1916823,8.85983,0
C21763,,-7.475466,5.9440737,0
C218,,-1.2523276,7.3145547,0
C2183,,13.517658,6.0243983,2
C21836,,8.451931,4.546427,2
C21851,,3.5999308,4.4493537,0
C21852,,11.305599,2.9753246,2
C2186,,11.5379925,2.9029431,1
C2188,,-0.07419397,4.45123,0
C2189,,15.518631,-4.71057,1
C21893,,1.9278625,9.313305,0
C219,,-1.8692747,9.213681,0
C21926,,2.179591,8.909456,0
C2193,,11.5380335,2.9131408,2
C21977,,1.9096423,9.32922,0
C2198,,12.235791,-6.8831234,1
C21986,,-7.5752544,5.8297834,0
C2202,,11.087818,-5.056852,1
C2203,,1.0181646,6.0690637,1
C22032,,11.372022,2.96786,2
C2204,,12.329878,-7.3132567,1
C22069,,9.936796,3.9972131,2
C2209,,-1.9517573,8.642009,0
C22112,,4.671385,6.117048,2
C22113,,8.046734,4.3380136,2
C2217,,3.5874143,4.621847,0
C22192,,0.20941211,3.1908557,0
C22193,,3.7755768,3.7844424,0
C2225,,9.578496,2.7411635,2
C22250,,0.4040282,3.131443,0
C2226,,16.300877,-4.0940824,1
C22269,,8.906342,9.342584,2
C22271,,-7.915587,5.5584874,0
C2229,,7.039066,10.069053,2
C2230,,4.660975,4.7933965,0
C22335,,2.0553827,9.147719,0
C2236,,12.962141,-5.7071624,1
C22372,,-7.5795937,5.8178973,0
C22395,,6.251681,12.826576,2
C22397,,2.8089359,3.92848,0
C22399,,2.843276,3.8728933,0
C2240,,12.214352,-5.135122,1
C22400,,3.0768745,3.8484724,0
C2242,,11.827999,2.9823709,2
C22442,,6.369275,8.664162,1
C22443,,1.9807507,0.0062231906,1
C22479,,2.373985,8.845312,0
C22494,,0.2143546,3.2401989,0
C225,,15.214145,-4.4283676,1
C2250,,1.9581978,9.268833,0
C22523,,11.424779,15.23746,2
C22529,,14.24564,4.01952,0
C2254,,13.409828,-8.166668,2
C2255,,13.59737,0.7391671,2
C2257,,4.553692,4.906809,1
C22588,,6.316399,12.840657,2
C22594,,5.0447254,4.662088,1
C22610,,-7.573686,5.7983937,0
C2263,,-1.9583195,8.366098,0
C2269,,12.3348255,-7.354082,1
C2270,,11.756214,9.3457575,2
C22751,,4.658816,6.0535927,1
C2277,,11.089595,-5.0942936,1
C228,,-2.2273488,8.033977,0
C22827,,4.9344034,6.0949244,2
C2286,,10.566311,2.2809134,2
C2290,,11.933953,-5.046823,1
C2291,,0.7916241,6.371619,0
C2292,,11.256717,-4.55464,1
C2293,,10.996238,-3.707105,1
C22967,,2.445527,8.8467245,0
C22976,,4.6797814,6.1306763,2
C2299,,7.0349517,10.116132,2
C230,,10.14861,-0.06423632,1
C2300,,10.719672,2.01155,2
C2301,,14.096052,5.6998677,2
C2303,,6.9447055,9.103508,1
C2306,,-0.6703623,7.802564,0
C2307,,5.299671,1.8731987,1
C23098,,4.6736646,6.0709696,0
C231,,11.888381,3.0627549,2
C23138,,4.9051285,6.104826,2
C232,,-2.0841808,8.248436,0
C2320,,7.4788966,9.567704,2
C2321,,10.887199,6.3831563,2
C23269,,3.6977596,4.3297133,0
C2328,,7.5509367,3.4099598,2
C2329,,14.682906,-3.454288,1
C233,,12.985373,-5.637901,1
C23304,,-7.472581,5.9477224,0
C23319,,6.299955,12.840511,2
C23329,,5.636242,12.725473,0
C2335,,4.700528,4.0993996,1
C23375,,5.6562963,12.672813,0
C23382,,4.148801,5.664561,2
C23388,,1.7427969,0.47375375,1
C23392,,-7.5284324,5.8821034,0
C23396,,2.7272663,8.791949,0
C2341,,12.631753,0.4949871,1
C2347,,11.191288,-4.5203156,1
C2348,,11.198208,2.971767,2
C235,,-1.1876835,7.3574,0
C23510,,1.9344542,9.297141,0
C23559,,1.9232088,9.310921,0
C23575,,-7.473675,5.9429474,0
C23594,,7.963093,3.465538,2
C236,,13.34966,-8.085045,1
C23608,,9.517267,4.014211,2
C23640,,4.728838,6.1764026,2
C2367,,3.990881,2.0402818,1
C23679,,14.253999,5.0591254,2
C23683,,14.615441,5.1925592,2
C23684,,1.9279457,9.309767,0
C23698,,6.3344464,12.83849,2
C23701,,-7.6874523,5.7479887,0
C2372,,10.750413,1.5076383,2
C23724,,4.6234584,8.537463,0
C23766,,-7.5998774,5.753504,0
C23769,,8.237137,2.8385031,1
C23773,,4.0469403,5.643477,1
C23778,,2.2391498,8.712089,0
C23788,,-7.499933,5.91293,0
C23794,,12.315615,14.706319,2
C23804,,4.8748765,6.1118226,2
C23814,,-7.55765,5.8458357,0
C23835,,6.417677,2.830784,1
C23836,,2.261726,8.397718,0
C2385,,13.090727,-4.906448,1
C2387,,2.4916415,8.863622,0
C23884,,-7.4096684,6.00849,0
C2389,,15.063248,-4.955423,1
C23893,,0.25965148,3.1708272,0
C2390,,9.973423,4.233153,2
C2393,,13.697137,5.929684,2
C23933,,-8.092172,5.362976,0
C2394,,16.177425,-4.126366,1
C23957,,15.71476,-5.2659335,1
C23967,,-8.123047,5.33165,0
C24,,-0.726444,7.839901,0
C240,,12.080621,-6.7083993,1
C24025,,2.2598352,8.408629,0
C24051,,0.7479976,3.2856886,0
C24053,,2.2661283,8.394646,0
C24055,,9.658233,4.362963,2
C24057,,4.612521,8.550463,0
C2408,,7.2429996,4.0535893,2
C24113,,0.67295635,4.852953,0
C2413,,14.139884,5.97116,2
C24135,,-7.585526,5.78548,0
C24136,,-7.5680304,5.8085265,0
C2415,,14.875781,-5.7156,1
C24159,,2.024413,9.187096,0
C242,,12.236734,0.36993212,1
C2422,,15.534136,2.35107,2
C24222,,0.7737454,3.3076918,0
C2428,,7.039148,10.092404,2
C24280,,11.755757,2.9422154,2
C24300,,-8.122942,5.3316865,0
C24336,,3.8365555,3.8218114,0
C2434,,12.681931,0.38029832,2
C24340,,14.503378,-3.4398792,1
C2436,,8.709597,9.902919,2
C24376,,2.0018327,9.223283,0
C2438,,6.9984927,9.393467,1
C244,,13.114245,-0.012376906,2
C24436,,4.637815,8.535587,0
C24448,,4.7049685,6.0792933,1
C24449,,4.7177362,6.075192,2
C24450,,4.723627,6.0896797,2
C24451,,4.6917715,6.05785,1
C24454,,4.638093,5.9373684,0
C24464,,14.519881,-3.0967357,1
C24466,,1.8979052,9.346164,0
C24474,,3.8867962,4.308373,0
C24495,,4.005197,3.7684078,0
C2451,,14.639609,-3.537294,1
C2454,,2.0263324,9.186516,0
C24568,,4.703497,6.0864987,2
C24595,,4.6360626,8.546579,0
C24596,,2.1904285,8.795807,0
C2461,,12.892035,0.28421745,2
C2462,,11.632407,-4.6781855,1
C24626,,7.328514,4.0468535,2
C2464,,8.541423,10.008587,2
C2465,,11.088379,-5.052323,1
C24656,,-7.558448,5.858545,0
C2466,,11.42252,-6.7922974,1
C247,,10.8919735,1.4900297,2
C2470,,12.693047,-7.1551027,1
C2471,,12.993333,-5.6576033,1
C2475,,8.497599,9.944949,2
C2479,,13.82123,4.213356,1
C24806,,4.630429,8.535824,0
C24808,,5.7295938,12.728641,0
C2485,,15.231296,-4.2652817,1
C24853,,0.22573316,3.175022,0
C24854,,5.7232194,12.800311,0
C2486,,15.009294,-5.1364202,1
C24873,,5.5042505,12.611742,0
C2493,,8.45005,10.0130005,2
C24954,,4.6776037,6.1083856,2
C2496,,6.8815527,9.191153,1
C25,,12.873653,0.28222495,2
C25019,,2.4180799,8.879371,0
C25059,,4.6379895,8.533722,0
C25072,,8.575814,3.4163465,2
C2511,,5.6581945,3.0912309,1
C25123,,-7.7197404,5.704672,0
C25128,,6.3132515,12.838266,2
C2514,,8.773784,9.788945,2
C25146,,2.1034849,9.091836,0
C25147,,5.55398,12.669197,0
C2519,,0.73428273,6.38489,0
C25192,,15.291379,-4.47543,1
C2521,,10.020033,3.8556535,2
C25298,,2.1031783,9.013733,0
C253,,8.727481,9.404148,2
C2532,,1.312276,5.6884685,0
C2533,,8.848122,9.876249,2
C25339,,2.242444,8.418113,0
C25343,,12.444731,14.676128,2
C2535,,11.585307,-6.2823386,1
C2536,,10.0794935,-0.14387271,1
C25374,,4.023361,5.6043873,1
C2538,,16.040918,-4.8073125,1
C25440,,2.0052361,9.211284,0
C25466,,-7.501088,5.9118757,0
C2548,,7.0523176,9.983311,2
C255,,11.918703,-6.196211,1
C2551,,7.0809627,3.2813725,1
C25515,,4.658544,6.051638,0
C25525,,0.60680294,4.912853,0
C25536,,4.0170226,5.622477,1
C2556,,12.221785,-5.6727037,1
C2557,,13.192787,-0.0397176,1
C2559,,12.031828,-6.189346,1
C256,,-2.1960058,8.101539,0
C2560,,-0.85234714,7.896445,0
C25614,,1.907547,9.329803,0
C2567,,13.201969,-4.8188953,1
C2568,,15.219093,-5.237644,1
C257,,11.000956,-3.716626,1
C2570,,2.8270397,3.957249,0
C25759,,2.4513113,8.862071,0
C2576,,12.884566,-5.788733,1
C25760,,10.051884,3.1836236,2
C2577,,15.26779,-4.4178376,1
C25777,,-7.450474,5.9848113,0
C258,,11.35743,-4.778989,1
C25821,,1.9295464,9.299595,0
C2584,,8.690056,10.037504,2
C25841,,6.0198154,3.643077,1
C25845,,4.896424,-0.11400948,1
C25856,,-7.53724,5.84352,0
C2586,,1.5741462,0.38039094,1
C25870,,-7.456949,5.9626307,0
C2588,,14.203665,4.2476997,2
C2591,,14.063081,5.9650145,2
C2596,,11.614931,-6.035836,1
C2598,,4.6839676,4.7890844,1
C260,,12.4707365,-7.241778,1
C26013,,2.167329,1.4693829,1
C2602,,-1.8910099,9.235409,0
C2608,,8.724287,3.6102827,2
C26105,,0.43402708,3.124161,0
C26119,,2.1319032,9.062147,0
C26138,,0.17930582,3.2144315,0
C2614,,9.903506,3.3550699,2
C2616,,11.37935,0.80054843,1
C26188,,10.889258,3.0495322,2
C2619,,13.202176,-4.854273,1
C26191,,0.18892,3.1797855,0
C262,,12.083547,-5.241869,1
C26202,,9.403823,3.6532145,2
C26205,,3.6995578,4.50524,0
C2623,,12.71216,-6.5870748,1
C2624,,12.09876,-6.203696,1
C2626,,8.026524,9.719949,2
C2627,,4.5381107,4.9259634,1
C26274,,-7.4554577,5.9635816,0
C2629,,15.490911,-4.729685,1
C263,,11.09116,-5.0451274,1
C2633,,-1.9595803,8.559609,0
C2635,,5.0436163,4.2321053,1
C26408,,11.643433,3.0635502,2
C2645,,12.22666,1.3729141,2
C26451,,1.9236292,9.31474,0
C2646,,14.109587,0.77134705,2
C2647,,12.445126,1.1122576,1
C2648,,12.820161,-6.4685435,1
C265,,12.405259,-7.037382,1
C2650,,11.55942,-5.175936,1
C2651,,11.669503,2.9653225,2
C2654,,12.538228,-5.8599725,1
C2655,,13.199429,-0.07336633,1
C2657,,12.513197,-7.132056,1
C2658,,10.581664,1.1453805,1
C2659,,11.921696,-6.8154197,1
C2661,,11.547474,-6.2215905,1
C26631,,6.357003,12.868571,2
C26672,,-7.8995113,5.586619,0
C2668,,7.1159925,9.878589,2
C2670,,10.996284,-3.7051191,1
C2672,,15.606978,-5.344714,1
C26721,,2.1936984,8.978854,0
C26737,,0.6483943,4.916587,0
C26739,,0.17527096,3.21921,0
C26743,,0.8151382,3.3867533,0
C26745,,6.0307956,4.168904,0
C26787,,3.80254,4.861468,1
C2679,,13.025708,-5.6234474,1
C26796,,11.637384,8.643675,2
C268,,-1.1886286,7.362813,0
C2683,,7.376587,9.686589,2
C2685,,-7.588331,5.7285132,0
C26850,,5.3251314,4.1969056,1
C2689,,12.511855,-6.7117896,1
C269,,-1.582537,8.342481,0
C2695,,4.0782623,5.6623406,1
C2696,,-2.0988696,8.235015,0
C2697,,13.609414,6.2574463,2
C27,,12.1325245,-5.4822226,1
C270,,1.0074638,6.1292906,0
C2702,,15.527413,-4.723538,1
C27031,,5.666878,12.675508,0
C2704,,11.517816,-5.14126,1
C27047,,-7.4703274,5.947606,0
C27048,,15.803528,5.053384,2
C2707,,12.359672,1.2649764,2
C27086,,4.648456,8.535713,0
C27137,,0.5931405,4.9188924,0
C27148,,6.316435,12.841083,2
C27156,,11.169418,7.173462,2
C2716,,15.5526495,-5.3449845,1
C27171,,12.559825,14.404746,2
C2719,,14.542363,-3.8159165,1
C27192,,15.200587,-4.5094433,1
C272,,0.94812655,6.236419,0
C2724,,11.620804,2.909299,2
C273,,11.5092325,-4.693029,1
C2734,,10.022806,-0.10673849,1
C2735,,6.8406334,9.072962,1
C274,,7.0390873,10.119571,2
C2748,,0.59750193,4.9150677,0
C275,,11.608319,-6.115596,1
C2751,,10.585068,2.2855844,2
C2752,,13.830387,4.2387366,1
C2758,,11.721468,-4.834773,2
C2759,,12.143003,-6.2056108,1
C276,,11.879312,-6.829803,1
C2767,,12.881977,0.37025952,2
C2770,,10.003816,3.270135,2
C2775,,12.503407,-5.8774433,1
C278,,12.240528,-5.735571,1
C2780,,11.623431,8.622461,2
C2783,,9.262972,3.7782261,2
C2784,,14.29673,5.5806108,2
C2798,,7.4891014,9.680545,2
C2800,,9.820028,3.0730472,2
C2802,,12.09895,-6.193456,1
C281,,12.262065,0.38522905,1
C2811,,0.6328662,6.466779,0
C2814,,12.490591,-5.9413195,1
C2817,,15.963776,-4.5116167,1
C282,,7.0495954,10.047698,2
C2821,,16.299309,-4.2839155,1
C2823,,15.69493,-5.306596,1
C2825,,14.879516,-5.6844444,1
C2827,,7.3007083,9.714192,2
C283,,10.275624,0.51284814,1
C2831,,5.3281574,0.04364024,1
C2835,,13.001954,-5.664016,1
C2836,,16.290861,-4.300922,1
C2837,,1.3214108,5.95466,1
C2848,,9.846657,-0.29328778,1
C285,,10.246678,2.6075802,2
C2850,,7.1310554,9.879086,2
C2851,,12.144012,-5.56121,1
C2852,,8.626599,10.037138,2
C2855,,10.990022,-3.6913967,1
C2857,,15.041162,-5.1323705,1
C2859,,13.837845,6.223187,2
C286,,11.822362,-6.1950746,1
C2861,,11.10803,-5.040589,1
C2870,,11.334029,-6.747725,1
C2871,,8.70501,9.475401,2
C2873,,14.740986,-3.5697856,1
C2877,,1.1702783,6.0403085,1
C2881,,14.000798,0.82341903,1
C2882,,13.262732,-0.027866399,2
C2883,,1.2926419,6.178122,0
C2885,,14.2501955,5.562633,2
C2888,,15.941563,1.5190319,1
C289,,0.92868865,6.203317,0
C2890,,-1.8769937,8.442347,0
C2893,,10.875257,6.3782454,2
C2899,,11.353867,-5.092841,1
C29,,11.541848,-5.865277,1
C290,,12.482602,1.1355894,2
C2901,,11.881479,15.062245,2
C2902,,13.5787115,6.2773547,2
C2904,,12.274436,-6.4814916,1
C2905,,11.197698,-5.4304748,1
C2908,,8.649199,9.460776,2
C2909,,15.70733,-5.306463,1
C291,,13.414647,-8.175472,2
C2912,,12.224811,-5.77376,1
C2915,,14.044496,0.8132583,2
C2920,,4.6006804,4.85859,1
C2933,,12.003086,-6.180798,1
C2934,,11.000253,-3.7102492,1
C2935,,1.3552965,6.1281266,1
C2938,,11.299374,-6.5917025,1
C2943,,12.225999,-5.633094,1
C2945,,15.2214575,-4.4425287,1
C2947,,13.6574,6.224519,2
C2951,,13.240806,-5.5546136,1
C2955,,-1.9439481,8.428479,0
C2956,,4.7092876,4.1953125,1
C2957,,-2.0196788,8.413181,0
C2958,,15.085827,-5.164113,1
C2961,,14.032742,5.864124,2
C2964,,16.282879,-4.259918,1
C2966,,16.147385,-4.656723,1
C2968,,-1.8949515,9.217436,0
C297,,1.3817954,6.137903,1
C2971,,12.944562,-5.729419,1
C2972,,3.7539065,4.4499955,0
C2976,,15.258553,-4.4230547,1
C298,,11.949186,-5.6542172,1
C2980,,12.982178,-5.634847,1
C2982,,4.991162,2.097266,1
C2983,,5.7686872,3.2293622,1
C2986,,4.622206,6.219298,0
C2989,,8.764209,9.822979,2
C2993,,15.877481,-4.0382595,1
C2997,,14.057589,5.8939,2
C300,,13.072434,-8.509092e-05,1
C3001,,13.598546,6.1657567,2
C3007,,13.727677,0.757005,2
C3021,,8.4326105,10.033894,2
C3024,,12.223296,-5.2967405,1
C3025,,13.541241,6.348888,2
C3026,,6.6639566,8.931539,1
C3028,,9.340842,9.068405,1
C3029,,10.102937,2.1655653,2
C3031,,13.807212,0.6957142,1
C3035,,-1.7329748,9.122134,0
C3036,,-1.2215251,8.089038,0
C3039,,12.570093,-7.0689235,1
C304,,12.307511,0.34009704,2
C3040,,7.331638,3.2615178,2
C3042,,15.972387,-4.7775955,1
C3044,,8.668842,10.013427,2
C3049,,8.503192,10.045172,2
C3050,,4.54128,4.918889,1
C3058,,14.414852,-2.976875,1
C3059,,13.652686,0.7004316,2
C3065,,11.748503,3.0011766,2
C3068,,16.062042,-4.436108,1
C3070,,9.090748,3.3968492,2
C3077,,6.0782566,1.325136,1
C3081,,11.609644,-6.024356,1
C3083,,0.29053542,4.823927,0
C3084,,4.4592566,3.6493711,1
C3088,,15.482244,-4.9869323,1
C309,,11.199521,2.7903938,2
C3090,,4.555427,5.969004,0
C3091,,9.109426,3.8852048,2
C3093,,14.475907,5.993614,2
C3097,,13.67491,0.7134734,2
C3098,,1.3093954,5.695748,0
C310,,13.0949335,-4.9844913,1
C3100,,13.165433,-0.09778068,1
C3101,,13.756248,6.2235346,2
C3105,,14.554863,-3.5563223,1
C311,,0.82130355,6.3399,0
C3112,,11.437815,0.73991907,2
C3114,,14.021963,5.7310195,2
C3116,,15.269394,-4.8387723,1
C3120,,13.991944,5.9913425,2
C3122,,8.388121,9.9472885,2
C3128,,15.72725,1.919593,1
C3137,,15.972007,-4.0851994,1
C3139,,11.172208,-4.3475904,2
C314,,10.260648,2.069454,2
C3143,,7.2091236,9.793034,2
C3144,,13.225364,-4.6281095,1
C3145,,10.609685,1.5869317,2
C3148,,12.444704,-7.099832,1
C315,,7.2148447,9.79671,2
C3151,,5.125502,2.1095831,1
C3155,,12.216205,-5.3172755,1
C3157,,15.700217,-4.046925,1
C3159,,6.7585626,4.468197,1
C316,,1.3003609,5.703964,0
C3161,,15.971352,-4.083188,1
C3163,,8.54439,9.871472,2
C3167,,13.6538515,6.264401,2
C317,,1.0624176,6.2146664,0
C3171,,13.664814,5.8924427,2
C3173,,14.1017685,4.699534,2
C3174,,12.525904,16.141285,2
C3176,,16.003414,-4.8314686,1
C3178,,12.956252,-5.712813,1
C3179,,13.665673,6.006972,2
C3185,,15.179424,-4.779272,1
C3186,,15.983115,-4.8356028,1
C3189,,5.146226,4.6942973,1
C319,,12.050247,-5.1562047,1
C3193,,4.03133,5.6299934,0
C3194,,6.995212,1.9918588,1
C3196,,5.372204,1.9054021,1
C3198,,7.3111215,9.7043295,2
C3199,,10.13567,-0.13024639,1
C320,,12.419419,-7.0243464,1
C3202,,16.067774,-4.148246,1
C3204,,8.482261,9.975815,2
C3206,,12.2507105,-5.2172966,1
C3210,,12.823266,0.32897243,2
C3211,,12.990782,-5.6652613,1
C3214,,7.4958267,2.8056617,1
C3215,,15.973262,-4.0643907,1
C322,,12.404295,-7.0088954,1
C3223,,-2.1664124,8.139311,0
C3224,,12.821863,-6.3280454,1
C3227,,13.656535,6.285225,2
C323,,12.735337,-6.596709,1
C3232,,6.386492,4.495226,1
C3235,,8.605268,9.98447,2
C3237,,11.178722,-6.582704,1
C3238,,8.921463,9.343678,2
C3239,,15.0038395,-5.036004,1
