host,dns_unique_dst,dns_total_queries,auth_unique_users,auth_total_events,auth_failed,proc_unique_processes,proc_total_events,is_compromised
C2761,0.0,0.0,1.0,125.0,0.0,0.0,0.0,0
C2762,1.0,1.0,2.0,114.0,3.0,3.0,22.0,0
C2765,2.0,2.0,2.0,236.0,0.0,2.0,13.0,0
C2766,3.0,3.0,3.0,122.0,0.0,11.0,151.0,0
C2767,7.0,10.0,2.0,98.0,0.0,14.0,99.0,0
C2768,0.0,0.0,4.0,54.0,0.0,14.0,116.0,0
C2769,29.0,3142.0,2.0,192.0,0.0,3.0,23.0,0
C277,4.0,18.0,1.0,43.0,0.0,8.0,148.0,0
C2770,0.0,0.0,5.0,55.0,0.0,0.0,0.0,0
C2772,15.0,836.0,2.0,86.0,0.0,0.0,0.0,0
C2774,0.0,0.0,2.0,88.0,0.0,0.0,0.0,0
C2775,0.0,0.0,3.0,210.0,0.0,16.0,204.0,0
C2777,0.0,0.0,1.0,46.0,0.0,6.0,135.0,0
C2778,1.0,1.0,4.0,66.0,0.0,0.0,0.0,0
C278,4.0,6.0,1.0,61.0,0.0,14.0,99.0,0
C2780,4.0,6.0,4.0,80.0,0.0,0.0,0.0,0
C2782,0.0,0.0,1.0,61.0,0.0,17.0,97.0,0
C2783,13.0,17.0,5.0,157.0,0.0,3.0,176.0,0
C2784,0.0,0.0,6.0,114.0,0.0,0.0,0.0,0
C2786,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0
C279,0.0,0.0,3.0,117.0,0.0,15.0,95.0,0
C2790,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0
C2792,0.0,0.0,2.0,71.0,0.0,13.0,91.0,0
C2794,0.0,0.0,1.0,35.0,0.0,4.0,78.0,0
C2796,0.0,0.0,1.0,77.0,0.0,9.0,91.0,0
C2798,23.0,2009.0,3.0,95.0,0.0,0.0,0.0,0
C28,0.0,0.0,2.0,98.0,0.0,12.0,103.0,0
C280,0.0,0.0,3.0,127.0,0.0,6.0,132.0,0
C2800,5.0,6.0,5.0,42.0,1.0,0.0,0.0,0
C2802,0.0,0.0,2.0,85.0,0.0,12.0,93.0,0
C2803,1.0,1.0,1.0,34.0,0.0,4.0,76.0,0
C2804,10.0,37.0,1.0,44.0,0.0,13.0,90.0,0
C2805,3.0,4.0,2.0,257.0,0.0,0.0,0.0,0
C2807,3.0,3.0,1.0,28.0,0.0,1.0,3.0,0
C2809,0.0,0.0,1.0,45.0,0.0,11.0,88.0,0
C281,0.0,0.0,2.0,100.0,0.0,18.0,122.0,0
C2811,0.0,0.0,3.0,117.0,0.0,8.0,87.0,0
C2812,0.0,0.0,1.0,43.0,0.0,11.0,77.0,0
C2813,0.0,0.0,1.0,45.0,0.0,9.0,83.0,0
C2814,0.0,0.0,1.0,57.0,0.0,13.0,105.0,0
C2815,0.0,0.0,1.0,32.0,0.0,11.0,90.0,0
C2816,0.0,0.0,3.0,111.0,0.0,14.0,100.0,0
C2817,2.0,2.0,5.0,47.0,0.0,0.0,0.0,0
C2819,0.0,0.0,2.0,69.0,0.0,18.0,118.0,0
C282,15.0,923.0,3.0,130.0,0.0,12.0,109.0,0
C2820,0.0,0.0,1.0,48.0,0.0,11.0,95.0,0
C2821,0.0,0.0,2.0,46.0,0.0,0.0,0.0,0
C2823,15.0,37.0,3.0,40.0,0.0,0.0,0.0,0
C2825,2.0,3.0,4.0,35.0,0.0,4.0,70.0,0
C2826,0.0,0.0,1.0,44.0,0.0,12.0,92.0,0
C2827,24.0,2005.0,2.0,172.0,0.0,12.0,96.0,0
C2829,0.0,0.0,6.0,54.0,0.0,0.0,0.0,0
C283,0.0,0.0,2.0,71.0,0.0,13.0,93.0,0
C2831,0.0,0.0,1.0,62.0,0.0,0.0,0.0,0
C2833,0.0,0.0,1.0,71.0,0.0,0.0,0.0,0
C2835,3.0,4.0,1.0,73.0,0.0,7.0,138.0,0
C2836,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0
C2837,0.0,0.0,1.0,67.0,0.0,12.0,217.0,0
C2839,3.0,4.0,2.0,48.0,0.0,6.0,20.0,0
C284,0.0,0.0,5.0,104.0,0.0,6.0,164.0,0
C2841,1.0,1.0,7.0,298.0,0.0,42.0,71.0,0
C2842,0.0,0.0,3.0,111.0,0.0,14.0,204.0,0
C2844,3.0,3.0,2.0,79.0,0.0,0.0,0.0,0
C2846,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0
C2848,0.0,0.0,1.0,81.0,0.0,20.0,103.0,0
C2849,6.0,11.0,1.0,35.0,0.0,8.0,151.0,0
C285,0.0,0.0,1.0,48.0,0.0,12.0,76.0,0
C2850,27.0,1675.0,2.0,92.0,0.0,11.0,90.0,0
C2851,5.0,10.0,1.0,50.0,0.0,12.0,101.0,0
C2852,17.0,1171.0,3.0,46.0,0.0,0.0,0.0,0
C2854,0.0,0.0,1.0,61.0,0.0,12.0,101.0,0
C2855,0.0,0.0,14.0,1019.0,0.0,8.0,238.0,0
C2857,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0
C2859,0.0,0.0,4.0,62.0,0.0,0.0,0.0,0
C286,1.0,1.0,2.0,96.0,0.0,11.0,89.0,0
C2861,0.0,0.0,1.0,33.0,0.0,12.0,97.0,0
C2863,6.0,57.0,1.0,44.0,0.0,6.0,107.0,0
C2864,9.0,21.0,1.0,31.0,0.0,8.0,136.0,0
C2865,0.0,0.0,1.0,52.0,0.0,10.0,207.0,0
C2866,4.0,8.0,1.0,44.0,0.0,4.0,43.0,0
C2868,2.0,3.0,1.0,65.0,0.0,10.0,166.0,0
C2869,0.0,0.0,1.0,64.0,0.0,10.0,167.0,0
C287,11.0,43.0,1.0,51.0,0.0,9.0,91.0,0
C2870,0.0,0.0,1.0,57.0,0.0,12.0,96.0,0
C2871,12.0,756.0,2.0,46.0,0.0,4.0,139.0,0
C2873,3.0,7.0,2.0,140.0,0.0,0.0,0.0,0
C2875,11.0,14.0,3.0,41.0,0.0,0.0,0.0,0
C2877,2.0,2.0,1.0,46.0,0.0,13.0,104.0,0
C2879,0.0,0.0,4.0,61.0,0.0,0.0,0.0,0
C288,0.0,0.0,0.0,0.0,0.0,9.0,138.0,0
C2881,1.0,1.0,3.0,139.0,0.0,4.0,82.0,0
C2882,3.0,4.0,4.0,90.0,0.0,8.0,161.0,0
C2883,0.0,0.0,2.0,97.0,0.0,17.0,106.0,0
C2885,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0
C2886,4.0,10.0,3.0,50.0,0.0,44.0,136.0,0
C2888,1.0,22.0,3.0,45.0,0.0,0.0,0.0,0
C289,0.0,0.0,2.0,73.0,0.0,13.0,96.0,0
C2890,3.0,3.0,3.0,331.0,0.0,10.0,510.0,0
C2891,0.0,0.0,1.0,52.0,0.0,10.0,88.0,0
C2892,1.0,1.0,2.0,261.0,0.0,3.0,140.0,0
C2893,15.0,671.0,4.0,62.0,0.0,0.0,0.0,0
C2895,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0
C2897,0.0,0.0,5.0,63.0,0.0,0.0,0.0,0
C2899,0.0,0.0,1.0,76.0,0.0,16.0,120.0,0
C29,0.0,0.0,1.0,57.0,0.0,12.0,95.0,0
C290,0.0,0.0,3.0,124.0,0.0,33.0,129.0,0
C2901,6.0,7.0,1.0,43.0,0.0,7.0,102.0,0
C2902,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0
C2904,0.0,0.0,2.0,82.0,0.0,15.0,102.0,0
C2905,0.0,0.0,1.0,41.0,0.0,11.0,44.0,0
C2908,14.0,1082.0,2.0,93.0,0.0,4.0,76.0,0
C2909,13.0,34.0,5.0,48.0,0.0,0.0,0.0,0
C291,17.0,21.0,5.0,347.0,2.0,54.0,2659.0,0
C2911,4.0,71.0,3.0,85.0,0.0,0.0,0.0,0
C2912,4.0,13.0,2.0,84.0,0.0,14.0,198.0,0
C2913,1.0,2.0,2.0,212.0,0.0,0.0,0.0,0
C2914,0.0,0.0,3.0,123.0,0.0,15.0,131.0,0
C2915,0.0,0.0,3.0,47.0,0.0,5.0,78.0,0
C2916,1.0,1.0,7.0,98.0,0.0,0.0,0.0,0
C2918,0.0,0.0,5.0,157.0,0.0,10.0,82.0,0
C292,0.0,0.0,1.0,28.0,0.0,11.0,97.0,0
C2920,6.0,6.0,4.0,59.0,0.0,0.0,0.0,0
C2922,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0
C2923,0.0,0.0,5.0,74.0,0.0,0.0,0.0,0
C2925,3.0,3.0,3.0,83.0,0.0,5.0,102.0,0
C2927,0.0,0.0,2.0,101.0,0.0,12.0,96.0,0
C2928,0.0,0.0,0.0,0.0,0.0,6.0,130.0,0
C2929,0.0,0.0,5.0,78.0,0.0,0.0,0.0,0
C293,0.0,0.0,1.0,58.0,0.0,11.0,89.0,0
C2931,0.0,0.0,2.0,43.0,0.0,5.0,20.0,0
C2933,0.0,0.0,1.0,60.0,0.0,12.0,96.0,0
C2934,0.0,0.0,2.0,74.0,0.0,14.0,99.0,0
C2935,0.0,0.0,2.0,66.0,0.0,14.0,105.0,0
C2936,0.0,0.0,2.0,109.0,0.0,0.0,0.0,0
C2938,0.0,0.0,1.0,43.0,0.0,11.0,92.0,0
C294,13.0,33.0,4.0,165.0,0.0,12.0,296.0,0
C2940,3.0,4.0,1.0,40.0,1.0,7.0,130.0,0
C2941,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0
C2943,4.0,6.0,1.0,52.0,0.0,14.0,101.0,0
C2944,0.0,0.0,3.0,97.0,0.0,6.0,128.0,0
C2945,0.0,0.0,1.0,142.0,0.0,0.0,0.0,0
C2947,1.0,1.0,3.0,39.0,0.0,0.0,0.0,0
C2949,9.0,12.0,4.0,63.0,0.0,0.0,0.0,0
C295,6.0,19.0,1.0,70.0,0.0,14.0,97.0,0
C2951,2.0,2.0,2.0,48.0,0.0,5.0,77.0,0
C2952,0.0,0.0,5.0,86.0,0.0,0.0,0.0,0
C2954,0.0,0.0,3.0,123.0,0.0,20.0,118.0,0
C2955,0.0,0.0,2.0,88.0,0.0,14.0,94.0,0
C2956,1.0,1.0,3.0,81.0,0.0,0.0,0.0,0
C2957,0.0,0.0,3.0,146.0,0.0,17.0,132.0,0
C2958,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0
C296,0.0,0.0,1.0,37.0,0.0,12.0,96.0,0
C2961,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0
C2962,0.0,0.0,1.0,57.0,0.0,7.0,102.0,0
C2963,0.0,0.0,1.0,53.0,0.0,4.0,79.0,0
C2964,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0
C2966,2.0,4.0,4.0,33.0,0.0,0.0,0.0,0
C2968,0.0,0.0,2.0,68.0,0.0,10.0,96.0,0
C2969,0.0,0.0,1.0,27.0,0.0,13.0,175.0,0
C297,2.0,2.0,2.0,71.0,0.0,12.0,145.0,0
C2970,5.0,5.0,5.0,44.0,0.0,0.0,0.0,0
C2971,0.0,0.0,1.0,30.0,0.0,6.0,132.0,0
C2972,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0
C2976,0.0,0.0,1.0,214.0,0.0,0.0,0.0,0
C2978,1.0,1.0,4.0,79.0,0.0,0.0,0.0,0
C298,3.0,7.0,2.0,115.0,0.0,11.0,97.0,0
C2980,4.0,13.0,1.0,40.0,0.0,7.0,136.0,0
C2981,0.0,0.0,3.0,29.0,0.0,0.0,0.0,0
C2982,0.0,0.0,3.0,510.0,0.0,6.0,204.0,0
C2983,2.0,3.0,4.0,123.0,0.0,1.0,2.0,0
C2984,10.0,45.0,1.0,84.0,0.0,10.0,89.0,0
C2986,0.0,0.0,2.0,59.0,0.0,0.0,0.0,0
C2987,0.0,0.0,2.0,59.0,0.0,2.0,13.0,0
C2989,21.0,845.0,2.0,65.0,0.0,0.0,0.0,0
C299,5.0,18.0,1.0,65.0,0.0,11.0,87.0,0
C2991,0.0,0.0,1.0,59.0,0.0,14.0,106.0,0
C2992,0.0,0.0,5.0,54.0,0.0,0.0,0.0,0
C2993,0.0,0.0,4.0,89.0,0.0,0.0,0.0,0
C2996,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0
C2997,0.0,0.0,5.0,81.0,0.0,0.0,0.0,0
C3,0.0,0.0,1.0,53.0,0.0,12.0,94.0,0
C30,0.0,0.0,2.0,113.0,0.0,12.0,91.0,0
C300,0.0,0.0,1.0,52.0,0.0,7.0,175.0,0
C3000,0.0,0.0,3.0,58.0,0.0,6.0,47.0,0
C3001,4.0,6.0,4.0,48.0,0.0,0.0,0.0,0
C3003,0.0,0.0,5.0,65.0,0.0,0.0,0.0,0
C3006,0.0,0.0,1.0,56.0,0.0,10.0,87.0,0
C3007,10.0,15.0,6.0,174.0,0.0,8.0,125.0,0
C3008,0.0,0.0,5.0,35.0,0.0,0.0,0.0,0
C301,0.0,0.0,2.0,49.0,0.0,13.0,95.0,0
C3011,0.0,0.0,2.0,84.0,0.0,8.0,134.0,0
C3012,2.0,3.0,2.0,35.0,0.0,0.0,0.0,0
C3013,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0
C3015,0.0,0.0,2.0,213.0,0.0,3.0,134.0,0
C3017,7.0,16.0,2.0,208.0,0.0,0.0,0.0,0
C3019,3.0,4.0,2.0,40.0,3.0,6.0,130.0,0
C302,0.0,0.0,1.0,54.0,0.0,16.0,121.0,0
C3021,16.0,1358.0,5.0,137.0,0.0,0.0,0.0,0
C3022,0.0,0.0,6.0,82.0,0.0,0.0,0.0,0
C3024,8.0,29.0,2.0,62.0,0.0,17.0,105.0,0
C3025,4.0,5.0,5.0,124.0,0.0,0.0,0.0,0
C3026,19.0,1485.0,2.0,53.0,0.0,7.0,763.0,0
C3028,14.0,91.0,3.0,224.0,0.0,0.0,0.0,0
C3029,0.0,0.0,3.0,48.0,0.0,8.0,59.0,0
C303,2.0,2.0,1.0,41.0,0.0,11.0,96.0,0
C3030,21.0,1085.0,2.0,46.0,0.0,10.0,58.0,0
C3031,3.0,5.0,2.0,63.0,0.0,9.0,97.0,0
C3032,0.0,0.0,3.0,91.0,0.0,5.0,52.0,0
C3033,0.0,0.0,1.0,88.0,0.0,5.0,126.0,0
C3034,0.0,0.0,4.0,128.0,0.0,9.0,188.0,0
C3035,0.0,0.0,2.0,60.0,0.0,13.0,96.0,0
C3036,8.0,17.0,3.0,138.0,0.0,14.0,109.0,0
C3037,0.0,0.0,4.0,225.0,51.0,13.0,427.0,0
C3038,0.0,0.0,1.0,54.0,0.0,14.0,228.0,0
C3039,0.0,0.0,2.0,77.0,0.0,14.0,198.0,0
C304,0.0,0.0,2.0,63.0,0.0,13.0,99.0,0
C3040,13.0,36.0,2.0,111.0,0.0,2.0,13.0,0
C3042,5.0,16.0,5.0,152.0,6.0,0.0,0.0,0
C3044,15.0,1021.0,5.0,28.0,0.0,0.0,0.0,0
C3046,0.0,0.0,1.0,96.0,0.0,0.0,0.0,0
C3049,18.0,1173.0,5.0,71.0,0.0,0.0,0.0,0
C305,1.0,1.0,1.0,63.0,0.0,9.0,158.0,0
C3050,2.0,2.0,5.0,83.0,13.0,0.0,0.0,0
C3052,7.0,69.0,1.0,62.0,0.0,8.0,115.0,0
C3054,1.0,1.0,2.0,55.0,0.0,0.0,0.0,0
C3055,3.0,3.0,7.0,326.0,0.0,48.0,181.0,0
C3056,1.0,1.0,2.0,184.0,0.0,2.0,128.0,0
C3057,1.0,1.0,2.0,221.0,0.0,0.0,0.0,0
C3058,3.0,4.0,4.0,280.0,0.0,0.0,0.0,0
C3059,0.0,0.0,3.0,130.0,0.0,13.0,90.0,0
C306,4.0,4.0,2.0,506.0,0.0,11.0,2761.0,0
C3060,0.0,0.0,4.0,42.0,0.0,0.0,0.0,0
C3061,0.0,0.0,1.0,5.0,0.0,11.0,124.0,0
C3062,0.0,0.0,2.0,86.0,0.0,13.0,94.0,0
C3063,2.0,2.0,3.0,46.0,0.0,0.0,0.0,0
C3065,0.0,0.0,2.0,108.0,0.0,0.0,0.0,0
C3066,0.0,0.0,2.0,585.0,0.0,0.0,0.0,0
C3067,0.0,0.0,3.0,108.0,0.0,11.0,89.0,0
C3068,2.0,2.0,3.0,44.0,0.0,0.0,0.0,0
C307,1.0,2.0,4.0,301.0,1.0,10.0,130.0,0
C3070,3.0,3.0,1.0,90.0,0.0,6.0,131.0,0
C3071,0.0,0.0,1.0,75.0,0.0,10.0,97.0,0
C3072,0.0,0.0,3.0,143.0,0.0,5.0,26.0,0
C3073,0.0,0.0,2.0,133.0,107.0,10.0,169.0,0
C3074,0.0,0.0,1.0,37.0,0.0,5.0,98.0,0
C3075,2.0,2.0,2.0,214.0,0.0,0.0,0.0,0
C3076,2.0,2.0,3.0,78.0,0.0,12.0,91.0,0
C3077,3.0,5.0,2.0,210.0,0.0,1.0,8.0,0
C3078,0.0,0.0,2.0,192.0,0.0,0.0,0.0,0
C3079,0.0,0.0,1.0,86.0,0.0,0.0,0.0,0
C308,7.0,8.0,2.0,68.0,0.0,11.0,158.0,0
C3081,0.0,0.0,1.0,41.0,0.0,11.0,90.0,0
C3083,5.0,73.0,1.0,318.0,0.0,0.0,0.0,0
C3084,0.0,0.0,3.0,64.0,0.0,0.0,0.0,0
C3086,1.0,1.0,1.0,30.0,0.0,4.0,34.0,0
C3088,4.0,6.0,2.0,191.0,0.0,0.0,0.0,0
C3089,0.0,0.0,3.0,76.0,0.0,0.0,0.0,0
C309,0.0,0.0,2.0,78.0,0.0,16.0,173.0,0
C3090,1.0,1.0,3.0,53.0,0.0,4.0,37.0,0
C3091,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0
C3093,10.0,18.0,3.0,61.0,0.0,0.0,0.0,0
C3094,0.0,0.0,3.0,73.0,0.0,0.0,0.0,0
C3096,0.0,0.0,1.0,53.0,0.0,11.0,89.0,0
C3097,0.0,0.0,2.0,114.0,0.0,11.0,88.0,0
C3098,0.0,0.0,2.0,76.0,0.0,11.0,88.0,0
C31,0.0,0.0,1.0,66.0,0.0,14.0,92.0,0
C310,3.0,3.0,4.0,142.0,0.0,10.0,169.0,0
C3100,0.0,0.0,1.0,42.0,0.0,10.0,160.0,0
C3101,0.0,0.0,4.0,93.0,0.0,0.0,0.0,0
C3103,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0
C3105,2.0,2.0,3.0,49.0,0.0,0.0,0.0,0
C3108,1.0,1.0,3.0,92.0,0.0,4.0,81.0,0
C311,0.0,0.0,2.0,65.0,0.0,16.0,202.0,0
C3110,0.0,0.0,4.0,72.0,0.0,0.0,0.0,0
C3112,0.0,0.0,2.0,86.0,0.0,12.0,145.0,0
C3114,0.0,0.0,4.0,40.0,0.0,0.0,0.0,0
C3116,2.0,10.0,1.0,92.0,0.0,4.0,75.0,0
C3117,3.0,6.0,5.0,51.0,0.0,0.0,0.0,0
C312,0.0,0.0,3.0,136.0,0.0,18.0,116.0,0
C3120,0.0,0.0,3.0,48.0,0.0,0.0,0.0,0
C3122,23.0,1329.0,4.0,60.0,0.0,0.0,0.0,0
C3124,0.0,0.0,5.0,82.0,0.0,0.0,0.0,0
C3126,0.0,0.0,1.0,49.0,0.0,11.0,92.0,0
C3127,0.0,0.0,1.0,32.0,0.0,9.0,159.0,0
C3128,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0
C313,0.0,0.0,1.0,62.0,0.0,11.0,77.0,0
C3130,0.0,0.0,3.0,98.0,0.0,6.0,128.0,0
C3131,10.0,494.0,2.0,421.0,393.0,0.0,0.0,0
C3132,0.0,0.0,5.0,54.0,0.0,0.0,0.0,0
C3134,1.0,1.0,3.0,57.0,0.0,0.0,0.0,0
C3137,0.0,0.0,4.0,59.0,0.0,0.0,0.0,0
C3139,0.0,0.0,2.0,88.0,0.0,13.0,218.0,0
C314,0.0,0.0,2.0,61.0,0.0,13.0,97.0,0
C3140,2.0,2.0,2.0,193.0,0.0,0.0,0.0,0
C3141,0.0,0.0,5.0,74.0,0.0,0.0,0.0,0
C3143,21.0,1785.0,3.0,94.0,0.0,12.0,97.0,0
C3144,0.0,0.0,2.0,75.0,0.0,11.0,68.0,0
C3145,0.0,0.0,3.0,92.0,0.0,8.0,44.0,0
C3147,0.0,0.0,2.0,172.0,0.0,8.0,50.0,0
C3148,0.0,0.0,3.0,126.0,0.0,15.0,109.0,0
C3149,0.0,0.0,2.0,47.0,0.0,10.0,154.0,0
C315,22.0,1939.0,2.0,70.0,0.0,18.0,118.0,0
C3150,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0
C3151,0.0,0.0,5.0,71.0,0.0,0.0,0.0,0
C3153,1.0,1.0,1.0,31.0,0.0,0.0,0.0,0
C3155,7.0,15.0,1.0,75.0,0.0,13.0,103.0,0
C3156,1.0,1.0,1.0,48.0,0.0,9.0,140.0,0
C3157,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0
C3159,0.0,0.0,3.0,53.0,0.0,0.0,0.0,0
C316,4.0,5.0,2.0,87.0,0.0,15.0,125.0,0
C3161,0.0,0.0,5.0,67.0,0.0,0.0,0.0,0
C3163,18.0,1085.0,3.0,63.0,0.0,0.0,0.0,0
C3165,12.0,3201.0,10.0,152.0,61.0,0.0,0.0,0
C3167,0.0,0.0,4.0,58.0,0.0,0.0,0.0,0
C3169,2.0,7.0,1.0,38.0,38.0,5.0,52.0,0
C317,0.0,0.0,3.0,121.0,0.0,13.0,98.0,0
C3170,0.0,0.0,1.0,50.0,0.0,6.0,132.0,0
C3171,0.0,0.0,6.0,66.0,0.0,0.0,0.0,0
C3173,3.0,4.0,11.0,105.0,0.0,6.0,60.0,0
C3174,0.0,0.0,1.0,63.0,0.0,8.0,155.0,0
C3176,5.0,12.0,6.0,55.0,4.0,0.0,0.0,0
C3178,2.0,3.0,1.0,46.0,0.0,7.0,80.0,0
C3179,0.0,0.0,3.0,34.0,0.0,0.0,0.0,0
C318,0.0,0.0,3.0,137.0,0.0,17.0,859.0,0
C3181,0.0,0.0,2.0,73.0,0.0,12.0,97.0,0
C3183,0.0,0.0,3.0,35.0,0.0,0.0,0.0,0
C3185,2.0,2.0,2.0,36.0,2.0,3.0,122.0,0
C3186,5.0,16.0,4.0,44.0,0.0,0.0,0.0,0
C3188,2.0,2.0,4.0,149.0,1.0,32.0,1019.0,0
C3189,7.0,7.0,4.0,38.0,0.0,0.0,0.0,0
C319,7.0,12.0,1.0,51.0,0.0,11.0,93.0,0
C3193,0.0,0.0,4.0,89.0,0.0,0.0,0.0,0
C3194,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0
C3196,0.0,0.0,3.0,48.0,0.0,0.0,0.0,0
C3198,21.0,1985.0,2.0,80.0,0.0,10.0,87.0,0
C3199,2.0,2.0,1.0,24.0,0.0,10.0,154.0,0
C32,12.0,38.0,1.0,55.0,0.0,18.0,107.0,0
C320,0.0,0.0,2.0,288.0,0.0,14.0,106.0,0
C3200,0.0,0.0,4.0,63.0,0.0,0.0,0.0,0
C3202,0.0,0.0,3.0,42.0,0.0,0.0,0.0,0
C3204,18.0,1255.0,4.0,81.0,0.0,0.0,0.0,0
C3206,8.0,19.0,3.0,135.0,0.0,13.0,106.0,0
C3208,0.0,0.0,3.0,36.0,0.0,0.0,0.0,0
C321,0.0,0.0,2.0,72.0,0.0,16.0,105.0,0
C3210,0.0,0.0,2.0,61.0,0.0,13.0,95.0,0
C3211,3.0,11.0,1.0,49.0,0.0,7.0,137.0,0
C3214,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0
C3215,0.0,0.0,5.0,127.0,0.0,0.0,0.0,0
C3218,0.0,0.0,1.0,44.0,0.0,0.0,0.0,0
C3219,0.0,0.0,1.0,97.0,0.0,5.0,128.0,0
C322,0.0,0.0,2.0,86.0,0.0,14.0,95.0,0
C3221,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0
C3223,0.0,0.0,2.0,56.0,0.0,16.0,101.0,0
C3224,0.0,0.0,2.0,82.0,0.0,11.0,89.0,0
C3226,11.0,30.0,3.0,87.0,0.0,4.0,31.0,0
C3227,0.0,0.0,6.0,90.0,6.0,0.0,0.0,0
C3229,0.0,0.0,1.0,119.0,0.0,0.0,0.0,0
C323,0.0,0.0,2.0,77.0,0.0,13.0,90.0,0
C3230,0.0,0.0,3.0,56.0,0.0,0.0,0.0,0
C3232,0.0,0.0,3.0,45.0,0.0,0.0,0.0,0
C3235,17.0,1066.0,4.0,57.0,0.0,0.0,0.0,0
C3236,0.0,0.0,2.0,96.0,0.0,16.0,103.0,0
C3237,0.0,0.0,1.0,45.0,0.0,11.0,90.0,0
C3238,23.0,759.0,3.0,59.0,0.0,2.0,18.0,0
C3239,0.0,0.0,4.0,75.0,0.0,0.0,0.0,0
C324,4.0,4.0,4.0,95.0,0.0,6.0,246.0,0
C3241,2.0,8.0,1.0,74.0,0.0,6.0,90.0,0
C3242,2.0,14.0,2.0,86.0,0.0,10.0,42.0,0
C3244,0.0,0.0,3.0,136.0,0.0,2.0,127.0,0
C3245,0.0,0.0,2.0,89.0,0.0,2.0,13.0,0
C3247,0.0,0.0,6.0,79.0,2.0,0.0,0.0,0
C3249,0.0,0.0,2.0,60.0,0.0,6.0,132.0,0
C325,0.0,0.0,2.0,75.0,0.0,12.0,101.0,0
C3250,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0
C3252,0.0,0.0,4.0,58.0,0.0,0.0,0.0,0
C3254,8.0,74.0,4.0,58.0,0.0,0.0,0.0,0
C3256,13.0,33.0,1.0,89.0,0.0,0.0,0.0,0
C3258,9.0,41.0,4.0,63.0,0.0,0.0,0.0,0
C326,0.0,0.0,1.0,50.0,0.0,11.0,86.0,0
C3260,12.0,1314.0,2.0,43.0,0.0,1.0,10.0,0
C3261,8.0,10.0,3.0,49.0,0.0,0.0,0.0,0
C3263,0.0,0.0,2.0,140.0,0.0,0.0,0.0,0
C3264,0.0,0.0,2.0,62.0,0.0,9.0,93.0,0
C3265,0.0,0.0,1.0,102.0,0.0,0.0,0.0,0
C3266,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0
C3268,0.0,0.0,1.0,54.0,0.0,9.0,89.0,0
C3269,1.0,1.0,3.0,40.0,0.0,3.0,25.0,0
C327,0.0,0.0,1.0,50.0,0.0,14.0,81.0,0
C3271,11.0,14.0,3.0,51.0,0.0,0.0,0.0,0
C3273,2.0,2.0,3.0,41.0,0.0,0.0,0.0,0
C3274,0.0,0.0,3.0,50.0,0.0,0.0,0.0,0
C3276,0.0,0.0,3.0,134.0,0.0,4.0,71.0,0
C3277,0.0,0.0,2.0,203.0,0.0,0.0,0.0,0
C3279,0.0,0.0,2.0,91.0,0.0,13.0,101.0,0
C328,0.0,0.0,1.0,53.0,0.0,8.0,73.0,0
C3280,0.0,0.0,1.0,33.0,0.0,8.0,158.0,0
C3281,0.0,0.0,2.0,91.0,0.0,11.0,99.0,0
C3282,0.0,0.0,2.0,57.0,0.0,14.0,91.0,0
C3283,1.0,1.0,2.0,83.0,0.0,14.0,100.0,0
C3284,1.0,12.0,4.0,35.0,0.0,0.0,0.0,0
C3286,0.0,0.0,1.0,39.0,0.0,9.0,131.0,0
C3287,2.0,2.0,4.0,234.0,0.0,0.0,0.0,0
C3288,0.0,0.0,4.0,58.0,0.0,7.0,132.0,0
C329,0.0,0.0,1.0,60.0,0.0,13.0,96.0,0
C3290,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0
C3292,0.0,0.0,3.0,67.0,0.0,0.0,0.0,0
C3293,5.0,32.0,4.0,46.0,0.0,0.0,0.0,0
C3295,0.0,0.0,4.0,170.0,0.0,7.0,85.0,0
C3297,0.0,0.0,2.0,31.0,0.0,5.0,40.0,0
C3299,9.0,49.0,1.0,41.0,0.0,0.0,0.0,0
C33,0.0,0.0,1.0,69.0,0.0,11.0,94.0,0
